18,71284160,33802567
20,1427360,332733
22,21831,11097
24,9568558,329648
25,41393893,17497648
26,5408238,3279706
29,1680794,34383300
32,209192962,192224806
33,45168301,6913355
34,1639756,347505
35,996941004,447308781
36,176437949,197293819
37,1567277,544212
38,2068037,675859
40,1176468,334040
44,377136,118599
45,567663,312803
48,2368782,351667
49,15714,34326
50,269377,70051
